sentença,sentimento
Comunicar-se e conviver com pessoas positivas só me faz crescer e aprender.,1
A felicidade é o combustível que me impulsiona a ser melhor a cada dia.,1
Compartilhamos uma amizade que durará para sempre.,1
Nada parece estar como eu gostaria ou planejei,0
Me sinto sozinho quando estou rodeado de pessoas.,0
Eu estou ansioso.,0
"Não há distância que nos separe, pois nosso amor é verdadeiro.",1
Eu estou ansioso por algo ruim acontecer.,0
Me sinto preso(a) em um relacionamento abusivo.,0
Eu estou rindo.,1
"A sensação de traição é como um soco no estômago, que nunca passa.",0
Eu amo ter a oportunidade de ajudar os outros.,1
"A cada dia que passa, sinto que me afundo cada vez mais.",0
Eu sempre sou a última opção,0
Acredite em você mesmo e em tudo que você é.,1
"Tudo está dando errado, será que sou um azarado?",0
Que a alegria e o amor estejam sempre presentes na minha vida e na dos que amo.,1
"Com você, eu sei que posso ser quem eu sou de verdade, sem medo ou julgamentos.",1
"Tudo o que tenho é dor e sofrimento, sem esperança de melhora",0
Encontre a alegria nas pequenas coisas.,1
O trânsito na cidade é tão estressante que às vezes prefiro nem sair de casa.,0
Tudo o que me resta é tristeza e melancolia,0
O futuro é seu aliado!,1
Você é uma inspiração para mim.,1
Agradeço por ter um dia tranquilo e sem estresse.,1
Ganhei um bolo de aniversário surpresa dos meus colegas de trabalho.,1
Fui elogiada pela minha aparência e isso me deixou mais confiante.,1
Eu me sinto grato pelas coisas boas e ruins que acontecem comigo.,1
Fui demitido(a) do meu emprego e estou desesperado(a) sem saber o que fazer.,0
Me sinto um fracasso em todas as áreas da minha vida,0
"Ganhei um abraço carinhoso de uma pessoa especial, me senti confortado e feliz.",1
"A cada dia, aprendo algo novo sobre mim mesmo e isso me faz feliz.",1
Estou triste por não conseguir corresponder às expectativas dos outros.,0
Todos os dias é uma luta para continuar em frente,0
Estou me sentindo um fardo para os outros.,0
Não tenho ninguém em quem confie de verdade.,0
Me sinto vazio por dentro e sem rumo,0
Os elogios que recebo me enchem de alegria e gratidão.,1
Recebi uma mensagem de alguém que estava com saudades de mim.,1
Meu alarme de carro disparou e eu não conseguia pará-lo.,0
Estou tão cansado que não tenho mais energia para nada.,0
Sinto-me esgotado e sem energia.,0
Eu me sinto desvalorizado pelos meus amigos.,0
Recebi um cartão de aniversário feito à mão e me senti especial.,1
"Quem tem amor no coração, tem tudo.",1
Sinto que falho em tudo que me proponho.,0
Eu estou ansioso por algo me destruir.,0
Eu me sinto feliz quando ajudo alguém.,1
"Experimentei um novo restaurante no final de semana e amei a comida, com certeza voltarei lá mais vezes!",1
Eu adoro tomar um sorvete no calor.,1
Sinto-me um estranho no mundo.,0
Não tenho mais sonhos ou objetivos em minha vida.,0
Sou grato por todas as pessoas que passaram pela minha vida e me ajudaram a crescer.,1
É incrível quando a vida me presenteia com uma oportunidade de aprender e crescer.,1
Minha saúde não melhora e os medicamentos são caros demais.,0
Seu amor é a melhor sensação que já senti na vida.,1
Não vejo um futuro para mim.,0
Estou cercado de pessoas que me inspiram e motivam.,1
38. Às vezes é difícil ser compreendido por quem está ao nosso redor.,0
Ninguém me elogia,0
Não sou bom em nada.,0
Ser grato pela vida e pela saúde é algo que me motiva diariamente.,1
A felicidade é a fonte de todas as minhas conquistas e realizações.,1
"Mantenha a calma, você está no caminho certo.",1
Não ter o amor e o apoio dos pais é uma ferida que nunca cicatriza.,0
"Sou rodeado de amor e compaixão, tanto das pessoas quanto dos animais.",1
Obrigado por sempre me ouvir e me entender!,1
Sou abençoado por ter pessoas que me amam e me apoiam incondicionalmente.,1
Posso contar com o apoio de pessoas maravilhosas.,1
Não tenho propósito na vida,0
1. O mundo está cada vez mais destruído e não vejo nenhuma esperança no futuro.,0
Eu estou beijando alguém.,1
Sinto falta de alguém que se foi e não volta mais.,0
Você me abandonou no momento em que mais precisava de você,0
Eu sou um ser de amor.,1
Eu sou um ser de prosperidade.,1
Sou grato(a) por ter pessoas que me inspiram e motivam a ser uma pessoa melhor.,1
Sinto que não pertenço a lugar nenhum,0
Acredito na força do amor e da união para construir um mundo melhor.,1
Parece que o mundo está contra mim e não tenho como escapar.,0
Acredite nas possibilidades e veja o que acontece.,1
Eu adoro receber um elogio sincero.,1
Nada que faço é bom o bastante.,0
Tudo parece estar desmoronando à minha volta.,0
Estou cansado de sempre dar o meu melhor e isso nunca ser suficiente,0
Não tenho apoio de ninguém.,0
A alegria dos meus sobrinhos é contagiante.,1
Sou cercado de amor e apoio de minha família e amigos.,1
Consegui comprar o produto que tanto queria e estou empolgada para usá-lo.,1
Fiz uma grande aposta e acabei perdendo todo o meu dinheiro.,0
"Ganhar essa promoção no trabalho foi a melhor notícia que recebi!""",1
Eu estou com medo de falhar.,0
Eu me sinto culpado por mim mesmo.,0
Sinto que nunca serei feliz.,0
O dia amanheceu ensolarado e isso me trouxe uma sensação de felicidade.,1
Sofro com uma doença crônica e ninguém ao meu redor parece entender a gravidade da situação.,0
Nada me dá prazer,0
O amor é a força mais poderosa do universo.,1
O sentimento de não ser amado é algo que machuca demais.,0
Meus dias são cheios de gratidão e amor.,1
Recebi um feedback positivo sobre meu trabalho.,1
Pequenos gestos fazem grandes diferenças.,1
As pessoas que me amam e me apreciam me fazem acreditar que sou capaz de tudo.,1
"Adorei conhecer você, me deu uma energia boa.",1
A vida é muito mais gostosa com pessoas verdadeiras ao nosso lado.,1
Estou me sentindo preso em uma vida de tristeza.,0
53. É angustiante ver que o mundo está cada vez mais violento e cruel.,0
Não aguento mais a rotina monótona.,0
Sou grato por todas as pessoas que cruzaram meu caminho e me ensinaram algo.,1
As coisas boas vêm para aqueles que acreditam.,1
A vibração positiva de uma boa música é contagiante.,1
Minha roupa favorita manchou com molho de tomate.,0
Não consigo encontrar um propósito para minha vida.,0
Há tantas coisas incríveis para se descobrir no mundo.,1
Tenho muitas expectativas e esperanças para o futuro.,1
Sinto que não tenho controle sobre minha própria vida,0
O mundo é um lugar melhor por causa de você.,1
Os dias de chuva me deprimem,0
A vida está me dando muitas oportunidades de crescimento.,1
A felicidade está em todas as pequenas coisas.,1
Fui humilhado em uma reunião na frente de todos os meus colegas de trabalho.,0
Minha avó fez uma receita de família e me senti próximo(a) dos meus antepassados.,1
78. Não é fácil encontrar a felicidade quando você não sabe o que te faz feliz.,0
Estou cansado(a) de ter que fingir estar bem o tempo todo.,0
A culpa me consome por dentro e não consigo me perdoar por certas coisas do passado.,0
Obrigado por me fazer sorrir!,1
Ter você ao meu lado me completa!,1
Sinto um vazio imenso dentro de mim,0
Tive um desentendimento com meu melhor amigo e acredito que nossa amizade nunca mais será a mesma.,0
Adoro passar tempo com meus amigos.,1
Estou tão cansado de sempre ter que fingir que está tudo bem,0
Me sinto um fracasso total.,0
Nada parece trazer um raio de esperança ou felicidade em minha vida,0
Estou cansado de fingir que estou bem.,0
Tenho medo de fracassar e não conseguir alcançar meus objetivos,0
Meu carro quebrou e não tenho dinheiro para consertar.,0
Não vejo futuro em mim.,0
Agradeço pela minha saúde física e mental que me permitem aproveitar a vida.,1
Não tenho sorte em nada.,0
Não sei mais onde buscar forças.,0
Eu amo o que faço!,1
Nada parece dar certo na minha vida amorosa,0
Estou muito grato por ter uma família que me apoia e me ama incondicionalmente.,1
Adoro quando encontro um livro que me prende do início ao fim.,1
79. Sinto como se nunca fosse encontrar alguém que realmente me ame.,0
Ganhei uma promoção em uma loja que adoro.,1
Eu estou tão feliz que eu estou vivo.,1
Sou grato por todas as experiências que já vivi e pelos ensinamentos que recebi.,1
Ter você como amigo é um presente de Deus!,1
Não posso ser verdadeiro(a) comigo mesmo(a) por medo do julgamento.,0
"Tudo que eu queria era ser feliz, mas parece uma meta impossível.",0
"Estava super empolgado para o primeiro encontro, mas ele foi um desastre.",0
Tudo o que toco dá errado.,0
A vida é maravilhosa quando enxergamos o lado positivo.,1
Sou o autor da minha própria história e escolho escrevê-la com otimismo e alegria.,1
Me sinto um estranho no meio das pessoas.,0
Eu me sinto rejeitado pelos meus amigos.,0
Recebi uma mensagem de alguém que admiro.,1
Nada me anima,0
Acredito no bem e o bem enxergo em todas as coisas.,1
Estou me sentindo um fracasso em todos os aspectos da minha vida.,0
"Minha felicidade não depende dos outros, ela vem de dentro de mim.",1
Obrigado por ser sempre tão gentil e carinhoso comigo!,1
Nada me traz alegria,0
Recebi uma nota alta em uma prova e estou nas nuvens!,1
"Esse filme é péssimo, perdi duas horas da minha vida assistindo isso.",0
O medo do futuro me paralisa e me impede de tomar decisões importantes.,0
A gratidão transforma o que temos em suficiente.,1
Você é um amigo leal e verdadeiro!,1
"Com você, a vida é mais colorida!",1
Admirar uma linda paisagem me faz lembrar como a vida é bonita.,1
Eu amo a música.,1
Todos parecem estar me julgando,0
Nunca deixe de sonhar!,1
Não consigo acreditar em mim mesmo.,0
Não consigo deixar de me sentir um fardo.,0
Eu me sinto rejeitado pela minha família.,0
Obrigado por ser minha fonte de inspiração!,1
Às vezes sinto que não sou bom o suficiente para estar onde estou.,0
69. Aqueles que mais amamos são os que mais nos magoam.,0
Não há mais alegria em minha vida.,0
Não consigo confiar em ninguém.,0
Eu tenho orgulho das minhas conquistas.,1
Sinto que sou um fracasso em todas as áreas da minha vida,0
É incrível quando um hobby se transforma em uma paixão e traz grande satisfação.,1
Minha vida está desmoronando.,0
A vida é muito mais leve quando escolhemos enxergá-la com bons olhos.,1
Meu presente e futuro são incertos e isso me assusta.,0
Eu estou com medo de morrer.,0
Eu sou um ser de transformação.,1
Você é um ser humano incrível!,1
Tenho um carinho muito grande por você!,1
Aprendo algo novo todos os dias e isso me traz satisfação.,1
Adoro quando descubro que duas coisas que gosto podem se unir e me surpreender.,1
Sinto-me um fardo para as pessoas.,0
Adoro quando uma boa música toca e me faz dançar e cantar sem vergonha.,1
Sou grato por ter amigos fiéis ao meu lado.,1
Estou muito animado para iniciar um novo capítulo da minha vida.,1
Não ter o controle da minha própria vida é um sentimento desesperador.,0
Acordei com uma mensagem de bom dia do meu amor.,1
Meu vizinho não para de fazer barulho.,0
Posso sentir que coisas boas estão por vir.,1
Estou tão cansado de sempre estar decepcionado,0
Sou abençoado por ter uma família que me ama e me apoia.,1
"A cada dia, sou mais grato pelo meu crescimento pessoal e profissional.",1
Me sinto um fardo para as pessoas ao meu redor.,0
Não vejo futuro para mim em nenhum aspecto da minha vida.,0
Meu coração é tomado pela gratidão e pela felicidade.,1
Estou muito feliz com o resultado do meu trabalho.,1
Não consigo ser feliz de verdade,0
Eu me sinto inútil para meus amigos.,0
O sentimento de realização é maravilhoso ao concluir um projeto.,1
Consegui resolver um conflito de maneira positiva.,1
Meu sorriso é sincero e transmite toda a minha alegria.,1
Eu sou um desperdício de espaço.,0
Minha comida favorita sempre me deixa de bom humor.,1
"Me sinto preso em um ciclo sem fim, sem conseguir sair dele.",0
Não há nada mais frustrante do que querer ser feliz e não conseguir encontrar esse sentimento dentro de mim.,0
Cada dia é uma nova oportunidade para sermos felizes juntos.,1
Sinto que sou uma decepção para todos que conheço,0
Tenho muitas qualidades valorosas.,1
Eu sou amado e apoiado.,1
Não consigo confiar em ninguém.,0
Sinto que estou sempre sobrecarregado e não consigo dar conta de tudo,0
Todos estão seguindo em frente enquanto eu continuo estagnado.,0
Sou grato por cada desafio que me permite crescer e evoluir.,1
Sou grato por todas as oportunidades que a vida me dá.,1
Não tenho ninguém para compartilhar meus sentimentos.,0
Agradeço por ter uma família tão incrível.,1
Consegui ajudar alguém e me sinto útil.,1
"Não acredito que fui enganado novamente, quando vou aprender?",0
Não consigo encontrar um propósito ou significado em nada,0
Estou feliz por ter amigos que me aceitam como eu sou.,1
O mundo parece estar desabando em cima de mim,0
Eu estou com medo de ser rejeitado.,0
Não encontro razões para continuar lutando,0
Receber um presente inesperado é sempre uma surpresa agradável.,1
"Estou cansado de sempre ser o responsável por tudo, nunca recebo ajuda.",0
Eu estou com medo.,0
Tudo é difícil demais para mim.,0
Meu coração é leve e cheio de esperança.,1
Tenho sorte por poder compartilhar minha vida com alguém que me ama e me apoia.,1
Posso mudar o mundo com pequenos gestos de amor e bondade.,1
"A cada dia, sou mais consciente de que a felicidade está nas coisas simples.",1
Não ser compreendido por quem mais amo é um peso que carrego todos os dias.,0
Recebi uma notícia surpreendentemente boa.,1
Meus pais fizeram uma surpresa no meu aniversário e foi um dia inesquecível.,1
"Reencontrei um amigo de infância, foi muito emocionante e me deixou feliz.",1
Sou grato pelas pessoas maravilhosas que tenho em minha vida.,1
Sinto que nunca sou bom o suficiente para ninguém.,0
O amor é a sua maior arma!,1
Eu me amo pelo que sou.,1
